LapNumber,Stint,StintLap,TyreLife,CompoundNumeric,PredictedZScore,IsPitStop,PitStopTime,CompoundCardinal,Circuit
24,1,24,24,2,-0.032837882754372355,False,0.0,MEDIUM,Suzuka
25,2,1,1,3,1.9971191647229773,True,29.680199417435652,SOFT,Suzuka
26,2,2,2,3,1.1599539726029704,False,0.0,SOFT,Suzuka
27,2,3,3,3,-0.19166037245023632,False,0.0,SOFT,Suzuka
28,2,4,4,3,-0.1873870465754609,False,0.0,SOFT,Suzuka
29,2,5,5,3,-0.1879384882412229,False,0.0,SOFT,Suzuka
30,2,6,6,3,-0.19641336207054672,False,0.0,SOFT,Suzuka
31,2,7,7,3,-0.1975037365324993,False,0.0,SOFT,Suzuka
32,2,8,8,3,-0.2658133446137361,False,0.0,SOFT,Suzuka
33,2,9,9,3,-0.2636951037572623,False,0.0,SOFT,Suzuka
34,2,10,10,3,-0.31207003721362925,False,0.0,SOFT,Suzuka
35,2,11,11,3,-0.3322348610918489,False,0.0,SOFT,Suzuka
36,2,12,12,3,-0.34415974482358647,False,0.0,SOFT,Suzuka
37,2,13,13,3,-0.32891824380256035,False,0.0,SOFT,Suzuka
38,2,14,14,3,-0.32058159083678184,False,0.0,SOFT,Suzuka
39,2,15,15,3,-0.3157982817976407,False,0.0,SOFT,Suzuka
40,2,16,16,3,-0.30699716062170657,False,0.0,SOFT,Suzuka
41,2,17,17,3,-0.30699716062170657,False,0.0,SOFT,Suzuka
42,2,18,18,3,-0.3062767145741254,False,0.0,SOFT,Suzuka
43,2,19,19,3,-0.31058644297912785,False,0.0,SOFT,Suzuka
44,2,20,20,3,-0.31058644297912785,False,0.0,SOFT,Suzuka
45,2,21,21,3,-0.31058644297912785,False,0.0,SOFT,Suzuka
46,2,22,22,3,-0.30636265821491826,False,0.0,SOFT,Suzuka
47,2,23,23,3,-0.3182461511571109,False,0.0,SOFT,Suzuka
48,2,24,24,3,-0.3182461511571109,False,0.0,SOFT,Suzuka
49,2,25,25,3,-0.3182461511571109,False,0.0,SOFT,Suzuka
50,2,26,26,3,-0.3186090302187369,False,0.0,SOFT,Suzuka
51,2,27,27,3,-0.31244225167663703,False,0.0,SOFT,Suzuka
52,2,28,28,3,-0.31244225167663703,False,0.0,SOFT,Suzuka
53,2,29,29,3,-0.23813040151239026,False,0.0,SOFT,Suzuka
1,1,1,1,2,0.8387947082519531,False,0.0,HARD,Paul Ricard
2,1,2,2,2,0.09867262095212936,False,0.0,HARD,Paul Ricard
3,1,3,3,2,-0.08624790608882904,False,0.0,HARD,Paul Ricard
4,1,4,4,2,-0.28666162490844727,False,0.0,HARD,Paul Ricard
5,1,5,5,2,-0.28748518228530884,False,0.0,HARD,Paul Ricard
6,1,6,6,2,-0.28748518228530884,False,0.0,HARD,Paul Ricard
7,1,7,7,2,-0.23581039905548096,False,0.0,HARD,Paul Ricard
8,1,8,8,2,-0.23299561440944672,False,0.0,HARD,Paul Ricard
9,1,9,9,2,-0.17335176467895508,False,0.0,HARD,Paul Ricard
10,1,10,10,2,-0.1763712614774704,False,0.0,HARD,Paul Ricard
11,1,11,11,2,-0.1763712614774704,False,0.0,HARD,Paul Ricard
12,1,12,12,2,-0.1721445471048355,False,0.0,HARD,Paul Ricard
13,1,13,13,2,-0.16314679384231567,False,0.0,HARD,Paul Ricard
14,1,14,14,2,-0.16314679384231567,False,0.0,HARD,Paul Ricard
15,1,15,15,2,-0.16314679384231567,False,0.0,HARD,Paul Ricard
16,1,16,16,2,-0.17109380662441254,False,0.0,HARD,Paul Ricard
17,1,17,17,2,-0.1533001959323883,False,0.0,HARD,Paul Ricard
18,1,18,18,2,2.5441038608551025,False,0.0,HARD,Paul Ricard
19,2,1,1,3,2.0179052352905273,True,29.67325839514698,MEDIUM,Paul Ricard
20,2,2,2,3,2.2642056941986084,False,0.0,MEDIUM,Paul Ricard
21,2,3,3,3,0.0016775117255747318,False,0.0,MEDIUM,Paul Ricard
22,2,4,4,3,-0.15618301928043365,False,0.0,MEDIUM,Paul Ricard
23,2,5,5,3,-0.32539287209510803,False,0.0,MEDIUM,Paul Ricard
24,2,6,6,3,-0.3926045000553131,False,0.0,MEDIUM,Paul Ricard
25,2,7,7,3,-0.3356091380119324,False,0.0,MEDIUM,Paul Ricard
26,2,8,8,3,-0.4189437925815582,False,0.0,MEDIUM,Paul Ricard
27,2,9,9,3,-0.39334630966186523,False,0.0,MEDIUM,Paul Ricard
28,2,10,10,3,-0.396365761756897,False,0.0,MEDIUM,Paul Ricard
29,2,11,11,3,-0.396365761756897,False,0.0,MEDIUM,Paul Ricard
30,2,12,12,3,-0.3770036995410919,False,0.0,MEDIUM,Paul Ricard
31,2,13,13,3,-0.34669050574302673,False,0.0,MEDIUM,Paul Ricard
32,2,14,14,3,-0.34669050574302673,False,0.0,MEDIUM,Paul Ricard
33,2,15,15,3,-0.34669050574302673,False,0.0,MEDIUM,Paul Ricard
34,2,16,16,3,-0.3664152920246124,False,0.0,MEDIUM,Paul Ricard
35,2,17,17,3,-0.36372944712638855,False,0.0,MEDIUM,Paul Ricard
36,2,18,18,3,-0.3571559488773346,False,0.0,MEDIUM,Paul Ricard
37,2,19,19,3,-0.2859612703323364,False,0.0,MEDIUM,Paul Ricard
38,2,20,20,3,-0.40396973490715027,False,0.0,MEDIUM,Paul Ricard
39,2,21,21,3,-0.3737143576145172,False,0.0,MEDIUM,Paul Ricard
40,2,22,22,3,-0.3737143576145172,False,0.0,MEDIUM,Paul Ricard
41,2,23,23,3,-0.3737143576145172,False,0.0,MEDIUM,Paul Ricard
42,2,24,24,3,-0.3737143576145172,False,0.0,MEDIUM,Paul Ricard
43,3,1,1,4,0.3660227656364441,True,27.71265599769024,SOFT,Paul Ricard
44,3,2,2,4,-0.20060305297374725,False,0.0,SOFT,Paul Ricard
45,3,3,3,4,-0.4245074391365051,False,0.0,SOFT,Paul Ricard
46,3,4,4,4,-0.5524149537086487,False,0.0,SOFT,Paul Ricard
47,3,5,5,4,-0.5426536202430725,False,0.0,SOFT,Paul Ricard
48,3,6,6,4,-0.4689235985279083,False,0.0,SOFT,Paul Ricard
49,3,7,7,4,0.41986143589019775,False,0.0,SOFT,Paul Ricard
50,3,8,8,4,0.409725159406662,False,0.0,SOFT,Paul Ricard
51,3,9,9,4,-0.7456015348434448,False,0.0,SOFT,Paul Ricard
52,3,10,10,4,-0.7486211061477661,False,0.0,SOFT,Paul Ricard
53,3,11,11,4,-0.7438945770263672,False,0.0,SOFT,Paul Ricard
1,1,1,1,1,1.068402647972107,False,0.0,HARD,Austin
2,1,2,2,1,1.3086196184158325,False,0.0,HARD,Austin
3,1,3,3,1,-0.3989088237285614,False,0.0,HARD,Austin
4,1,4,4,1,-0.3676079213619232,False,0.0,HARD,Austin
5,1,5,5,1,-0.31104257702827454,False,0.0,HARD,Austin
6,1,6,6,1,-0.2728109061717987,False,0.0,HARD,Austin
7,1,7,7,1,-0.14510594308376312,False,0.0,HARD,Austin
8,1,8,8,1,-0.16513848304748535,False,0.0,HARD,Austin
9,1,9,9,1,-0.21019496023654938,False,0.0,HARD,Austin
10,1,10,10,1,-0.19421763718128204,False,0.0,HARD,Austin
11,1,11,11,1,-0.1183791384100914,False,0.0,HARD,Austin
12,1,12,12,1,-0.08490457385778427,False,0.0,HARD,Austin
13,1,13,13,1,-0.23588134348392487,False,0.0,HARD,Austin
14,1,14,14,1,-0.24818135797977448,False,0.0,HARD,Austin
15,1,15,15,1,-0.2445831000804901,False,0.0,HARD,Austin
16,1,16,16,1,-0.10224532335996628,False,0.0,HARD,Austin
17,1,17,17,1,0.024983501061797142,False,0.0,HARD,Austin
18,1,18,18,1,2.662339925765991,False,0.0,HARD,Austin
19,1,19,19,1,3.8439385890960693,False,0.0,HARD,Austin
20,1,20,20,1,3.8265042304992676,False,0.0,HARD,Austin
21,1,21,21,1,3.724898099899292,False,0.0,HARD,Austin
22,1,22,22,1,3.7536213397979736,False,0.0,HARD,Austin
23,1,23,23,1,3.7536213397979736,False,0.0,HARD,Austin
24,2,1,1,3,3.624094009399414,True,24.28948229645623,MEDIUM,Austin
25,2,2,2,3,5.013111591339111,False,0.0,MEDIUM,Austin
26,2,3,3,3,0.17109839618206024,False,0.0,MEDIUM,Austin
27,2,4,4,3,-0.2206953763961792,False,0.0,MEDIUM,Austin
28,2,5,5,3,-0.15409740805625916,False,0.0,MEDIUM,Austin
29,2,6,6,3,-0.18870945274829865,False,0.0,MEDIUM,Austin
30,2,7,7,3,-0.08665069192647934,False,0.0,MEDIUM,Austin
31,2,8,8,3,-0.09111247211694717,False,0.0,MEDIUM,Austin
32,2,9,9,3,-0.12120933085680008,False,0.0,MEDIUM,Austin
33,2,10,10,3,-0.12120933085680008,False,0.0,MEDIUM,Austin
34,2,11,11,3,-0.0699419230222702,False,0.0,MEDIUM,Austin
35,2,12,12,3,-0.17709675431251526,False,0.0,MEDIUM,Austin
36,2,13,13,3,-0.17286831140518188,False,0.0,MEDIUM,Austin
37,2,14,14,3,-0.19444812834262848,False,0.0,MEDIUM,Austin
38,2,15,15,3,-0.1952701061964035,False,0.0,MEDIUM,Austin
39,2,16,16,3,-0.1947111040353775,False,0.0,MEDIUM,Austin
40,2,17,17,3,-0.21474410593509674,False,0.0,MEDIUM,Austin
41,2,18,18,3,-0.2490292340517044,False,0.0,MEDIUM,Austin
42,2,19,19,3,-0.2490292340517044,False,0.0,MEDIUM,Austin
43,2,20,20,3,-0.2490292340517044,False,0.0,MEDIUM,Austin
44,2,21,21,3,-0.2476372867822647,False,0.0,MEDIUM,Austin
45,2,22,22,3,-0.236692413687706,False,0.0,MEDIUM,Austin
46,2,23,23,3,-0.236692413687706,False,0.0,MEDIUM,Austin
47,2,24,24,3,-0.236692413687706,False,0.0,MEDIUM,Austin
48,2,25,25,3,-0.236692413687706,False,0.0,MEDIUM,Austin
49,2,26,26,3,-0.2230886071920395,False,0.0,MEDIUM,Austin
50,2,27,27,3,-0.2283238023519516,False,0.0,MEDIUM,Austin
51,2,28,28,3,-0.21340437233448029,False,0.0,MEDIUM,Austin
52,2,29,29,3,-0.21340437233448029,False,0.0,MEDIUM,Austin
53,2,30,30,3,-0.2058483511209488,False,0.0,MEDIUM,Austin
54,2,31,31,3,-0.22720204293727875,False,0.0,MEDIUM,Austin
55,2,32,32,3,-0.21325808763504028,False,0.0,MEDIUM,Austin
56,2,33,33,3,-0.1628057211637497,False,0.0,MEDIUM,Austin
1,1,1,1,4,2.975003719329834,False,0.0,MEDIUM,Miami
2,1,2,2,4,1.0524182319641113,False,0.0,MEDIUM,Miami
3,1,3,3,4,-0.8766200542449951,False,0.0,MEDIUM,Miami
4,1,4,4,4,-1.2267727851867676,False,0.0,MEDIUM,Miami
5,1,5,5,4,-1.2507472038269043,False,0.0,MEDIUM,Miami
6,1,6,6,4,-1.7488868236541748,False,0.0,MEDIUM,Miami
7,1,7,7,4,-1.7435214519500732,False,0.0,MEDIUM,Miami
8,1,8,8,4,-1.7480871677398682,False,0.0,MEDIUM,Miami
9,1,9,9,4,-1.156693935394287,False,0.0,MEDIUM,Miami
10,1,10,10,4,-1.0520610809326172,False,0.0,MEDIUM,Miami
11,1,11,11,4,-1.071921467781067,False,0.0,MEDIUM,Miami
12,1,12,12,4,-1.071921467781067,False,0.0,MEDIUM,Miami
13,1,13,13,4,-1.111909031867981,False,0.0,MEDIUM,Miami
14,1,14,14,4,-1.097847819328308,False,0.0,MEDIUM,Miami
15,1,15,15,4,-1.0769373178482056,False,0.0,MEDIUM,Miami
16,1,16,16,4,-1.0454492568969727,False,0.0,MEDIUM,Miami
17,1,17,17,4,-1.06253182888031,False,0.0,MEDIUM,Miami
18,1,18,18,4,-1.0211964845657349,False,0.0,MEDIUM,Miami
19,1,19,19,4,-1.0211964845657349,False,0.0,MEDIUM,Miami
20,1,20,20,4,-1.0412334203720093,False,0.0,MEDIUM,Miami
21,1,21,21,4,-1.0412334203720093,False,0.0,MEDIUM,Miami
22,2,1,1,5,2.940586805343628,True,21.644774059707185,SOFT,Miami
23,2,2,2,5,2.112438201904297,False,0.0,SOFT,Miami
24,2,3,3,5,-1.1019947528839111,False,0.0,SOFT,Miami
25,2,4,4,5,-1.376654863357544,False,0.0,SOFT,Miami
26,2,5,5,5,-1.3283252716064453,False,0.0,SOFT,Miami
27,2,6,6,5,-1.8264646530151367,False,0.0,SOFT,Miami
28,2,7,7,5,-1.8210992813110352,False,0.0,SOFT,Miami
29,2,8,8,5,-1.8636761903762817,False,0.0,SOFT,Miami
30,2,9,9,5,-1.2572768926620483,False,0.0,SOFT,Miami
31,2,10,10,5,-1.1863218545913696,False,0.0,SOFT,Miami
32,2,11,11,5,-1.193731665611267,False,0.0,SOFT,Miami
33,2,12,12,5,-1.1979913711547852,False,0.0,SOFT,Miami
34,2,13,13,5,-1.2538633346557617,False,0.0,SOFT,Miami
35,2,14,14,5,-1.28062903881073,False,0.0,SOFT,Miami
36,2,15,15,5,-1.264456868171692,False,0.0,SOFT,Miami
37,2,16,16,5,-1.2329689264297485,False,0.0,SOFT,Miami
38,2,17,17,5,-1.2018882036209106,False,0.0,SOFT,Miami
39,2,18,18,5,-1.128364086151123,False,0.0,SOFT,Miami
40,2,19,19,5,-1.0962926149368286,False,0.0,SOFT,Miami
41,2,20,20,5,-1.1106349229812622,False,0.0,SOFT,Miami
42,2,21,21,5,-1.1547316312789917,False,0.0,SOFT,Miami
43,2,22,22,5,-1.167946696281433,False,0.0,SOFT,Miami
44,2,23,23,5,-1.2076482772827148,False,0.0,SOFT,Miami
45,2,24,24,5,-1.1881940364837646,False,0.0,SOFT,Miami
46,2,25,25,5,-1.2267861366271973,False,0.0,SOFT,Miami
47,2,26,26,5,-0.4300363063812256,False,0.0,SOFT,Miami
48,2,27,27,5,-0.49614083766937256,False,0.0,SOFT,Miami
49,2,28,28,5,-0.5101843476295471,False,0.0,SOFT,Miami
50,2,29,29,5,-0.5017721056938171,False,0.0,SOFT,Miami
51,2,30,30,5,-0.5614327788352966,False,0.0,SOFT,Miami
52,2,31,31,5,-0.5614327788352966,False,0.0,SOFT,Miami
53,2,32,32,5,-0.5566062331199646,False,0.0,SOFT,Miami
54,2,33,33,5,-0.5507573485374451,False,0.0,SOFT,Miami
55,2,34,34,5,-0.5838438868522644,False,0.0,SOFT,Miami
56,2,35,35,5,-0.6222156882286072,False,0.0,SOFT,Miami
57,2,36,36,5,-0.6616200804710388,False,0.0,SOFT,Miami
1,1,1,1,3,1.4579265117645264,False,0.0,MEDIUM,Zandvoort
2,1,2,2,3,1.2399145364761353,False,0.0,MEDIUM,Zandvoort
3,1,3,3,3,0.5745160579681396,False,0.0,MEDIUM,Zandvoort
4,1,4,4,3,0.6208370923995972,False,0.0,MEDIUM,Zandvoort
5,1,5,5,3,0.22456565499305725,False,0.0,MEDIUM,Zandvoort
6,1,6,6,3,0.26720085740089417,False,0.0,MEDIUM,Zandvoort
7,1,7,7,3,0.10879283398389816,False,0.0,MEDIUM,Zandvoort
8,1,8,8,3,0.08622988313436508,False,0.0,MEDIUM,Zandvoort
9,1,9,9,3,0.08934881538152695,False,0.0,MEDIUM,Zandvoort
10,1,10,10,3,0.12984171509742737,False,0.0,MEDIUM,Zandvoort
11,1,11,11,3,0.19025228917598724,False,0.0,MEDIUM,Zandvoort
12,1,12,12,3,0.1953994780778885,False,0.0,MEDIUM,Zandvoort
13,1,13,13,3,0.19052286446094513,False,0.0,MEDIUM,Zandvoort
14,1,14,14,3,0.1922367364168167,False,0.0,MEDIUM,Zandvoort
15,1,15,15,3,0.1924717128276825,False,0.0,MEDIUM,Zandvoort
16,1,16,16,3,0.1924717128276825,False,0.0,MEDIUM,Zandvoort
17,1,17,17,3,0.1977463960647583,False,0.0,MEDIUM,Zandvoort
18,1,18,18,3,0.18206435441970825,False,0.0,MEDIUM,Zandvoort
19,1,19,19,3,0.17608854174613953,False,0.0,MEDIUM,Zandvoort
20,1,20,20,3,0.17608854174613953,False,0.0,MEDIUM,Zandvoort
21,1,21,21,3,0.1761394739151001,False,0.0,MEDIUM,Zandvoort
22,1,22,22,3,0.05120915547013283,False,0.0,MEDIUM,Zandvoort
23,1,23,23,3,0.25185662508010864,False,0.0,MEDIUM,Zandvoort
24,1,24,24,3,0.24784938991069794,False,0.0,MEDIUM,Zandvoort
25,1,25,25,3,0.23733630776405334,False,0.0,MEDIUM,Zandvoort
26,1,26,26,3,0.2384198158979416,False,0.0,MEDIUM,Zandvoort
27,1,27,27,3,-0.24095557630062103,False,0.0,MEDIUM,Zandvoort
28,1,28,28,3,-0.20168840885162354,False,0.0,MEDIUM,Zandvoort
29,2,1,1,4,1.3349609375,True,25.972338971805218,SOFT,Zandvoort
30,2,2,2,4,0.6870501041412354,False,0.0,SOFT,Zandvoort
31,2,3,3,4,0.023672953248023987,False,0.0,SOFT,Zandvoort
32,2,4,4,4,0.07594925165176392,False,0.0,SOFT,Zandvoort
33,2,5,5,4,-0.36448046565055847,False,0.0,SOFT,Zandvoort
34,2,6,6,4,-0.359959214925766,False,0.0,SOFT,Zandvoort
35,2,7,7,4,-0.5217445492744446,False,0.0,SOFT,Zandvoort
36,2,8,8,4,-0.5262426733970642,False,0.0,SOFT,Zandvoort
37,2,9,9,4,-0.5069625973701477,False,0.0,SOFT,Zandvoort
38,2,10,10,4,-0.48432281613349915,False,0.0,SOFT,Zandvoort
39,2,11,11,4,-0.4408564865589142,False,0.0,SOFT,Zandvoort
40,2,12,12,4,-0.41597792506217957,False,0.0,SOFT,Zandvoort
41,2,13,13,4,-0.40409743785858154,False,0.0,SOFT,Zandvoort
42,2,14,14,4,-0.402619868516922,False,0.0,SOFT,Zandvoort
43,2,15,15,4,-0.4050908386707306,False,0.0,SOFT,Zandvoort
44,2,16,16,4,-0.41597798466682434,False,0.0,SOFT,Zandvoort
45,2,17,17,4,-0.41070327162742615,False,0.0,SOFT,Zandvoort
46,2,18,18,4,-0.41070327162742615,False,0.0,SOFT,Zandvoort
47,2,19,19,4,-0.4008968472480774,False,0.0,SOFT,Zandvoort
48,2,20,20,4,-0.39611414074897766,False,0.0,SOFT,Zandvoort
49,2,21,21,4,-0.40944334864616394,False,0.0,SOFT,Zandvoort
50,2,22,22,4,-0.48486393690109253,False,0.0,SOFT,Zandvoort
51,2,23,23,4,-0.4962315261363983,False,0.0,SOFT,Zandvoort
52,2,24,24,4,-0.48963651061058044,False,0.0,SOFT,Zandvoort
53,2,25,25,4,-0.4676969051361084,False,0.0,SOFT,Zandvoort
54,2,26,26,4,-0.49889248609542847,False,0.0,SOFT,Zandvoort
55,2,27,27,4,-0.27490508556365967,False,0.0,SOFT,Zandvoort
56,2,28,28,4,-0.2629970610141754,False,0.0,SOFT,Zandvoort
57,3,1,1,4,0.7738720178604126,True,32.70255297336097,SOFT,Zandvoort
58,3,2,2,4,-0.16904012858867645,False,0.0,SOFT,Zandvoort
59,3,3,3,4,0.034863799810409546,False,0.0,SOFT,Zandvoort
60,3,4,4,4,0.17968177795410156,False,0.0,SOFT,Zandvoort
61,3,5,5,4,-0.9210101366043091,False,0.0,SOFT,Zandvoort
62,3,6,6,4,-0.6628066301345825,False,0.0,SOFT,Zandvoort
63,3,7,7,4,-0.7986235022544861,False,0.0,SOFT,Zandvoort
64,3,8,8,4,-0.9723199009895325,False,0.0,SOFT,Zandvoort
65,3,9,9,4,-0.9144797921180725,False,0.0,SOFT,Zandvoort
66,3,10,10,4,-1.074066162109375,False,0.0,SOFT,Zandvoort
67,3,11,11,4,-1.0459611415863037,False,0.0,SOFT,Zandvoort
68,3,12,12,4,-1.0119725465774536,False,0.0,SOFT,Zandvoort
69,3,13,13,4,-0.9732034802436829,False,0.0,SOFT,Zandvoort
70,3,14,14,4,-0.952594518661499,False,0.0,SOFT,Zandvoort
71,3,15,15,4,-1.0067652463912964,False,0.0,SOFT,Zandvoort
72,3,16,16,4,-0.9837875366210938,False,0.0,SOFT,Zandvoort
1,1,1,1,6,2.041461944580078,False,0.0,SOFT,Monte Carlo
2,1,2,2,6,2.5251474380493164,False,0.0,SOFT,Monte Carlo
3,1,3,3,6,2.4532763957977295,False,0.0,SOFT,Monte Carlo
4,1,4,4,6,0.7871964573860168,False,0.0,SOFT,Monte Carlo
5,1,5,5,6,-0.40057405829429626,False,0.0,SOFT,Monte Carlo
6,1,6,6,6,-0.25210216641426086,False,0.0,SOFT,Monte Carlo
7,1,7,7,6,-0.28025946021080017,False,0.0,SOFT,Monte Carlo
8,1,8,8,6,-0.28025946021080017,False,0.0,SOFT,Monte Carlo
9,1,9,9,6,-0.19822905957698822,False,0.0,SOFT,Monte Carlo
10,1,10,10,6,-0.24316143989562988,False,0.0,SOFT,Monte Carlo
11,1,11,11,6,-0.2677498161792755,False,0.0,SOFT,Monte Carlo
12,1,12,12,6,-0.2677498161792755,False,0.0,SOFT,Monte Carlo
13,1,13,13,6,-0.29132580757141113,False,0.0,SOFT,Monte Carlo
14,1,14,14,6,-0.29132580757141113,False,0.0,SOFT,Monte Carlo
15,1,15,15,6,-0.28504782915115356,False,0.0,SOFT,Monte Carlo
16,1,16,16,6,-0.2722480297088623,False,0.0,SOFT,Monte Carlo
17,1,17,17,6,-0.2722480297088623,False,0.0,SOFT,Monte Carlo
18,1,18,18,6,-0.2849387228488922,False,0.0,SOFT,Monte Carlo
19,1,19,19,6,-0.2900755703449249,False,0.0,SOFT,Monte Carlo
20,1,20,20,6,-0.2900755703449249,False,0.0,SOFT,Monte Carlo
21,1,21,21,6,-0.2900755703449249,False,0.0,SOFT,Monte Carlo
22,1,22,22,6,-0.2900755703449249,False,0.0,SOFT,Monte Carlo
23,1,23,23,6,-0.2900755703449249,False,0.0,SOFT,Monte Carlo
24,1,24,24,6,-0.2900755703449249,False,0.0,SOFT,Monte Carlo
25,2,1,1,4,-0.11416362971067429,True,26.047913364196365,HARD,Monte Carlo
26,2,2,2,4,-0.47615838050842285,False,0.0,HARD,Monte Carlo
27,2,3,3,4,-0.47615838050842285,False,0.0,HARD,Monte Carlo
28,2,4,4,4,-0.439513236284256,False,0.0,HARD,Monte Carlo
29,2,5,5,4,-0.42599794268608093,False,0.0,HARD,Monte Carlo
30,2,6,6,4,-0.41541463136672974,False,0.0,HARD,Monte Carlo
31,2,7,7,4,-0.31782686710357666,False,0.0,HARD,Monte Carlo
32,2,8,8,4,-0.31782686710357666,False,0.0,HARD,Monte Carlo
33,2,9,9,4,-0.29743191599845886,False,0.0,HARD,Monte Carlo
34,2,10,10,4,-0.29743191599845886,False,0.0,HARD,Monte Carlo
35,2,11,11,4,-0.29743191599845886,False,0.0,HARD,Monte Carlo
36,2,12,12,4,-0.29743191599845886,False,0.0,HARD,Monte Carlo
37,2,13,13,4,-0.2957375645637512,False,0.0,HARD,Monte Carlo
38,2,14,14,4,-0.30941516160964966,False,0.0,HARD,Monte Carlo
39,2,15,15,4,-0.3031371831893921,False,0.0,HARD,Monte Carlo
40,2,16,16,4,-0.29033738374710083,False,0.0,HARD,Monte Carlo
41,2,17,17,4,-0.29033738374710083,False,0.0,HARD,Monte Carlo
42,2,18,18,4,-0.29033738374710083,False,0.0,HARD,Monte Carlo
43,2,19,19,4,-0.29033738374710083,False,0.0,HARD,Monte Carlo
44,2,20,20,4,-0.29033738374710083,False,0.0,HARD,Monte Carlo
45,2,21,21,4,-0.29033738374710083,False,0.0,HARD,Monte Carlo
46,2,22,22,4,-0.29033738374710083,False,0.0,HARD,Monte Carlo
47,2,23,23,4,-0.29033738374710083,False,0.0,HARD,Monte Carlo
48,2,24,24,4,-0.29033738374710083,False,0.0,HARD,Monte Carlo
49,2,25,25,4,-0.23881728947162628,False,0.0,HARD,Monte Carlo
50,2,26,26,4,-0.23881728947162628,False,0.0,HARD,Monte Carlo
51,2,27,27,4,-0.22655761241912842,False,0.0,HARD,Monte Carlo
52,2,28,28,4,-0.22655761241912842,False,0.0,HARD,Monte Carlo
53,2,29,29,4,-0.22655761241912842,False,0.0,HARD,Monte Carlo
54,2,30,30,4,-0.22655761241912842,False,0.0,HARD,Monte Carlo
55,3,1,1,4,-0.03560103476047516,True,24.992293742602907,HARD,Monte Carlo
56,3,2,2,4,-0.4632236957550049,False,0.0,HARD,Monte Carlo
57,3,3,3,4,-0.4632236957550049,False,0.0,HARD,Monte Carlo
58,3,4,4,4,-0.4265785217285156,False,0.0,HARD,Monte Carlo
59,3,5,5,4,-0.4265785217285156,False,0.0,HARD,Monte Carlo
60,3,6,6,4,-0.4394298493862152,False,0.0,HARD,Monte Carlo
61,3,7,7,4,-0.3466339409351349,False,0.0,HARD,Monte Carlo
62,3,8,8,4,-0.3466339409351349,False,0.0,HARD,Monte Carlo
63,3,9,9,4,-0.3262389898300171,False,0.0,HARD,Monte Carlo
64,3,10,10,4,-0.3262389898300171,False,0.0,HARD,Monte Carlo
65,3,11,11,4,-0.3561750650405884,False,0.0,HARD,Monte Carlo
